"processid","processname","type","objectname"
﻿"3312","svchost.exe","Event","\BaseNamedObjects\{EFC64871-B536-4F3E-8199-D3FCF04EF854}"
﻿"3312","svchost.exe","Event","\BaseNamedObjects\{707BF36E-63D0-4158-A1C7-BAC7E617B710}"
﻿"3312","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\SystemCertificates\CA"
﻿"3312","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\EnterpriseCertificates\CA"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"2140","svchost.exe","Directory","\KnownDlls"
﻿"2140","svchost.exe","File","C:\Windows\System32"
﻿"2140","svchost.exe","Mutant","\BaseNamedObjects\SM0:2140:304:WilStaging_02"
﻿"2140","svchost.exe","Directory","\BaseNamedObjects"
﻿"2140","svchost.exe","Semaphore","\BaseNamedObjects\SM0:2140:304:WilStaging_02_p0"
﻿"2140","svchost.exe","Semaphore","\BaseNamedObjects\SM0:2140:304:WilStaging_02_p0h"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"2140","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings\Software\Microsoft"
﻿"2140","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings"
﻿"2140","svchost.exe","File","\Device\CNG"
﻿"2140","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"2140","svchost.exe","Desktop","\Default"
﻿"2140","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"2140","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\svchost.exe.mui"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"2140","svchost.exe","Section","\BaseNamedObjects\windows_shell_global_counters"
﻿"2140","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer"
﻿"2140","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Control Panel\International"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"2140","svchost.exe","Section","\BaseNamedObjects\GDA:  ESENT Performance Data Schema Version 295"
﻿"2140","svchost.exe","Mutant","\BaseNamedObjects\Instance0:  ESENT Performance Data Schema Version 295"
﻿"2140","svchost.exe","Section","\BaseNamedObjects\IDA0:  ESENT Performance Data Schema Version 295"
﻿"2140","svchost.exe","Event","\BaseNamedObjects\Go0:  ESENT Performance Data Schema Version 295"
﻿"2140","svchost.exe","Event","\BaseNamedObjects\Ready0:  ESENT Performance Data Schema Version 295"
﻿"2140","svchost.exe","Event","\KernelObjects\LowMemoryCondition"
﻿"2140","svchost.exe","File","C:\Windows\System32\zh-TW\ESENT.dll.mui"
﻿"2140","svchost.exe","File","\Device\Harddisk0\DR0"
﻿"2140","svchost.exe","File","C:\Windows\System32\config\systemprofile\AppData\Local\DataSharing\Storage\DSS.log"
﻿"2140","svchost.exe","File","C:\Windows\System32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.jfm"
﻿"2140","svchost.exe","File","\Device\KsecDD"
﻿"2140","svchost.exe","File","C:\Windows\System32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat"
﻿"2140","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"2140","svchost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"2140","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"2140","svchost.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\PackagedCom"
﻿"2140","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\PackagedCom\ClassIndex"
﻿"2140","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes"
﻿"2140","svchost.exe","ALPC Port","\RPC Control\OLE870C38D433D0124DDD59B132AD90"
﻿"2140","svchost.exe","Mutant","\BaseNamedObjects\SM0:2140:120:WilError_03"
﻿"2140","svchost.exe","Semaphore","\BaseNamedObjects\SM0:2140:120:WilError_03_p0"
﻿"2140","svchost.exe","Semaphore","\BaseNamedObjects\SM0:2140:120:WilError_03_p0h"
﻿"2140","svchost.exe","ALPC Port","\RPC Control\LRPC-b8c2252d189b28f36a"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"4364","svchost.exe","Directory","\KnownDlls"
﻿"4364","svchost.exe","File","C:\Windows\System32"
﻿"4364","svchost.exe","Mutant","\BaseNamedObjects\SM0:4364:304:WilStaging_02"
﻿"4364","svchost.exe","Directory","\BaseNamedObjects"
﻿"4364","svchost.exe","Semaphore","\BaseNamedObjects\SM0:4364:304:WilStaging_02_p0"
﻿"4364","svchost.exe","Semaphore","\BaseNamedObjects\SM0:4364:304:WilStaging_02_p0h"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"4364","svchost.exe","File","\Device\CNG"
﻿"4364","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e5$"
﻿"4364","svchost.exe","Desktop","\Default"
﻿"4364","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e5$"
﻿"4364","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\svchost.exe.mui"
﻿"4364","svchost.exe","ALPC Port","\RPC Control\LRPC-f24877ccdf75febe55"
﻿"4364","svchost.exe","Section","\BaseNamedObjects\F932B6C7-3A20-46A0-B8A0-8894AA421973"
﻿"4364","svchost.exe","ALPC Port","\RPC Control\22008a2c-38ff-46ad-8392-efec9613ac7c"
﻿"4364","svchost.exe","File","\Device\Nsi"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\WinSock2\Parameters\Protocol_Catalog9"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\WinSock2\Parameters\NameSpace_Catalog5"
﻿"4364","svchost.exe","Key","\REGISTRY\USER\S-1-5-19\Control Panel\International"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters\Interfaces"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip6\Parameters\Interfaces"
﻿"4364","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\CodePage"
﻿"5096","winlogon.exe","Directory","\KnownDlls"
﻿"5096","winlogon.exe","File","C:\Windows\System32"
﻿"5096","winlogon.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:5096:304:WilStaging_02"
﻿"5096","winlogon.exe","Directory","\Sessions\2\BaseNamedObjects"
﻿"5096","winlogon.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:5096:304:WilStaging_02_p0"
﻿"5096","winlogon.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:5096:304:WilStaging_02_p0h"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings\Software\Microsoft"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\WinlogonLogoff"
﻿"5096","winlogon.exe","ALPC Port","\RPC Control\WMsgKRpc0109A3252"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"5096","winlogon.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"5096","winlogon.exe","Desktop","\Winlogon"
﻿"5096","winlogon.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER\.DEFAULT\Control Panel\International"
﻿"5096","winlogon.exe","Desktop","\Disconnect"
﻿"5096","winlogon.exe","Desktop","\Default"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"5096","winlogon.exe","File","\Device\KsecDD"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER"
﻿"5096","winlogon.exe","File","\Device\CNG"
﻿"5096","winlogon.exe","File","\Device\Nsi"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters\Interfaces"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip6\Parameters\Interfaces"
﻿"5096","winlogon.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:5096:120:WilError_03"
﻿"5096","winlogon.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:5096:120:WilError_03_p0"
﻿"5096","winlogon.exe","Section","\Windows\Theme3388993303"
﻿"5096","winlogon.exe","Section","\Sessions\2\Windows\ThemeSection"
﻿"5096","winlogon.exe","Section","\Sessions\2\Windows\Theme1631107097"
﻿"5096","winlogon.exe","File","\Device\KsecDD"
﻿"5096","winlogon.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:5096:120:WilError_03_p0h"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Microsoft\Windows NT\CurrentVersion"
﻿"5096","winlogon.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Winlogon\Notifications\Components\GPClient"
﻿"5096","winlogon.exe","Event","\Sessions\2\BaseNamedObjects\ThemesStartEvent"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Winlogon\Notifications\Components\Profiles"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Winlogon\Notifications\Components\Sens"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Winlogon\Notifications\Components\SessionEnv"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Winlogon\Notifications\Components\TermSrv"
﻿"5096","winlogon.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\user32.dll.mui"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\crypt32"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\CodePage"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"
﻿"5096","winlogon.exe","Event","\Sessions\2\BaseNamedObjects\ShellDesktopSwitchEvent"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6e15_WlballoonKerberosNotificationEventName"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\NetworkProvider\HwOrder"
﻿"5096","winlogon.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\NetworkProvider\ProviderOrder"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6def_WlballoonKerberosNotificationEventName"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6def_WlballoonKerberosCloudPasswordExpired"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6e15_WlballoonKerberosCloudPasswordExpired"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6e15_WlballoonNTLMNotificationEventName"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6def_WlballoonNTLMNotificationEventName"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6e15_WlballoonSmartCardUnlockNotificationEventName"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6def_WlballoonSmartCardUnlockNotificationEventName"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6e15_WlballoonAlternateCredsNotificationEventName"
﻿"5096","winlogon.exe","Event","\BaseNamedObjects\00000000010a6def_WlballoonAlternateCredsNotificationEventName"
﻿"4208","WUDFHost.exe","Directory","\KnownDlls"
﻿"4208","WUDFHost.exe","File","C:\Windows\System32"
﻿"4208","WUDFHost.exe","Mutant","\BaseNamedObjects\SM0:4208:304:WilStaging_02"
﻿"4208","WUDFHost.exe","Directory","\BaseNamedObjects"
﻿"4208","WUDFHost.exe","Semaphore","\BaseNamedObjects\SM0:4208:304:WilStaging_02_p0"
﻿"4208","WUDFHost.exe","Semaphore","\BaseNamedObjects\SM0:4208:304:WilStaging_02_p0h"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"4208","WUDFHost.exe","File","\Device\DeviceApi"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"4208","WUDFHost.exe","File","\Device\CNG"
﻿"4208","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-b8378280-02c7-4831-9460-d32b65c63755"
﻿"4208","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-ee494c32-7b45-4348-b049-a23673d93c30"
﻿"4208","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-3485dc4c-6c7e-4abb-9e77-816ba895bdfc"
﻿"4208","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-a03e5a6a-18af-4694-b497-f3ad33ab4b5f"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Enum\SWD\RemoteDisplayEnum\RdpIdd_IndirectDisplay&SessionId_0002\Device Parameters"
﻿"4208","WUDFHost.exe","File","C:\Windows\System32\drivers\UMDF\en-US\IddCx.dll.mui"
﻿"4208","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\d2d1.dll.mui"
﻿"4208","WUDFHost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e5$"
﻿"4208","WUDFHost.exe","Desktop","\Default"
﻿"4208","WUDFHost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e5$"
﻿"4208","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\WUDFHost.exe.mui"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\USER\S-1-5-19"
﻿"4208","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\ntmarta.dll.mui"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\WUDF\Services\IddCx0102\Parameters"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\WUDF\Services\IddCx0102\State"
﻿"4208","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\DWrite.dll.mui"
﻿"4208","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\user32.dll.mui"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\WUDF\Services\RdpIdd\Parameters"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\WUDF\Services\RdpIdd\State"
﻿"4208","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Enum\SWD\RemoteDisplayEnum\RdpIdd_IndirectDisplay&SessionId_0002\Device Parameters"
﻿"4208","WUDFHost.exe","Section","\BaseNamedObjects\RdpCommandChannel-Session2-0"
﻿"4208","WUDFHost.exe","Section","\BaseNamedObjects\RdpUpdateBuffer-Session2-0"
﻿"4208","WUDFHost.exe","Event","\BaseNamedObjects\RDPSchedulerEvent-8790138718754628310"
﻿"4208","WUDFHost.exe","Event","\BaseNamedObjects\RdpUpdatesFlushedEvent-Session2-0"
﻿"4208","WUDFHost.exe","Event","\BaseNamedObjects\RdpWaitAbortEvent-Session2-0"
﻿"4208","WUDFHost.exe","Event","\BaseNamedObjects\RdpUpdateBufferEmptyEvent-Session2-0"
﻿"4208","WUDFHost.exe","Event","\BaseNamedObjects\RdpPipeLockevent-Session2-0"
﻿"4208","WUDFHost.exe","Section","\BaseNamedObjects\RdpCursorShape_S2_U0"
﻿"4208","WUDFHost.exe","Section","\BaseNamedObjects\RdpFrameBuffer_S2_M0_U0"
﻿"1548","fontdrvhost.exe","Directory","\KnownDlls"
﻿"1548","fontdrvhost.exe","File","C:\Windows\System32"
﻿"1548","fontdrvhost.exe","Mutant","\Sessions\2\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523\SM0:1548:304:WilStaging_02"
﻿"1548","fontdrvhost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523\SM0:1548:304:WilStaging_02_p0"
﻿"1548","fontdrvhost.exe","Directory","\Sessions\2\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523"
﻿"1548","fontdrvhost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523\SM0:1548:304:WilStaging_02_p0h"
﻿"1548","fontdrvhost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"3240","dwm.exe","Directory","\KnownDlls"
﻿"3240","dwm.exe","File","C:\Windows\System32"
﻿"3240","dwm.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:3240:304:WilStaging_02"
﻿"3240","dwm.exe","Directory","\Sessions\2\BaseNamedObjects"
﻿"3240","dwm.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:3240:304:WilStaging_02_p0"
﻿"3240","dwm.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:3240:304:WilStaging_02_p0h"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"3240","dwm.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"3240","dwm.exe","Desktop","\Default"
﻿"3240","dwm.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"3240","dwm.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\dwm.exe.mui"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings\Software\Microsoft"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\.DEFAULT"
﻿"3240","dwm.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\d2d1.dll.mui"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","File","\Device\CNG"
﻿"3240","dwm.exe","ALPC Port","\Sessions\2\Windows\DwmApiPort"
﻿"3240","dwm.exe","ALPC Port","\Sessions\2\Windows\DwmApiPort"
﻿"3240","dwm.exe","File","\Device\KsecDD"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(3356) 84cc3517-e6df-4eef-8b71-9412214712d6"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(3356) af34f52a-1d72-40dc-a5ac-f69f91932e35"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(3356) 51fe9e6a-7f3d-40bd-9e1e-191b45e2e0da"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) b28c9232-9041-490d-8f9d-44dbeb3baea7"
﻿"3240","dwm.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"3240","dwm.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes"
﻿"3240","dwm.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"3240","dwm.exe","Section","\Windows\Theme3388993303"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"3240","dwm.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"3240","dwm.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\Server"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\Dwm"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) 2924ef05-a572-4b63-9ce7-fdd7427122b8"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) 1650a8b5-9fa1-4eea-a6fb-541486e14cb7"
﻿"3240","dwm.exe","ALPC Port","\RPC Control\OLE68C282E94908975EB22AC60EA39A"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) b71a504e-fa92-41a1-ad8c-8cab6c153b19"
﻿"3240","dwm.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:3240:120:WilError_03"
﻿"3240","dwm.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:3240:120:WilError_03_p0"
﻿"3240","dwm.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:3240:120:WilError_03_p0h"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) 7399818e-80a5-4cad-b91a-941f00f791b2"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) f1b2b64e-c3c3-4f7d-82de-575559dbfd44"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) f387da38-1a31-433a-a140-69f69bdd3f28"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) 05f3b25d-022e-479d-9461-efcd2c067e78"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) de5e8d84-0e26-495b-b01e-5f86980fb289"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SYSTEM\Input"
﻿"3240","dwm.exe","Key","\REGISTRY\USER"
﻿"3240","dwm.exe","File","\Device\KsecDD"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\crypt32"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\CodePage"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"3240","dwm.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\crypt32.dll.mui"
