"id","url","title","visit_time","visit_count","last_visit_time"
ï»¿"25","https://gds.google.com/web/chip?ep=p&gdsid=-6120821&authuser=0&hl=zh-TW&continue=https://accounts.google.com/ServiceLogin?continue%3Dhttps%253A%252F%252Fwww.google.com.tw%252F%26hl%3Dzh-TW%26authuser%3D0%26passive%3Dtrue%26sarp%3D1%26aodrpl%3D1%26checkedDomains%3Dyoutube%26checkConnection%3Dyoutube%253A109%253A0%26pstMsg%3D1&rapt=AEjHL4PXO4grYIJhBnJKUf716VbLSHLw943eRxqkmpmBVIdEOgLtqA0S3bfmYMJ5AkXicJHldlLEG_9cMFMjm4qH3x3iKX3d5Q&pli=1","Google ±b¤á","1688104806","2","1688104806"
ï»¿"26","https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fwww.google.com.tw%2F&hl=zh-TW&authuser=0&passive=true&sarp=1&aodrpl=1&checkedDomains=youtube&checkConnection=youtube%3A109%3A0&pstMsg=1","Google","1688104810","1","1688104810"
ï»¿"27","https://accounts.youtube.com/accounts/SetSID?ssdc=1&sidt=ALWU2cvakJdddX3fnaKoa2Ymjy2ACFTN5kMhtDht/EFwJcAORa1nbY8eLXma24kWQFu5WXydJnJnnpG12RuavksxR3PpKkRfx/5GJV7bFHVhuCTHpLBuO11WFhOapcO4rPut1PSdddn17f6HQqfBWbSM3qUM04oBrHCBiv2MCVeczvIV0k8ss2W8QgKcSOwk8iyewbvDCNH6sitvLfOL8EzI8JFZ4xGd3uuLsocQfUnzcy2eGc0AS1Y1lbA7NupFoTGYZGGlMzuXfnKDWd1H1qi7uxUy36lpkhNdQMT0Xf6UsD3rjdld54ETc6bcLbOJGef8QEz4uTePkIAZ7hq0iNbEyy2ZnvmDUGqMWv7iAlpWzUQNYmLatgyTJngBRk84O25sK3nU3p6sVrjfYi7aTPHcYcn9xXzgB0B/TExTMYAen3CmM3YClyOEBydSRqNoNIlAQzbICQ58QCDSqU%2B4KDqR1nOkg3yA/q6aIsANjylkVL5v0D3dQs7wpv91fVKHatDpF6P9OlE/pj6ABmi%2BKMiz%2BfzjVCP9WicpbXHrKOj8cZkLktGa4aZE9taEI0D4VKJ8EK8LGOiZQVQVvYLkvQgIngtAgkoQsBHrzMNS918Dp%2BaTQT%2Bnq9eC7Dd8x7emeKM7FfYf9WuEh4G4X6XRQeDRxVqUNrDNxtpJhNCRYg9kUzD/%2BlqSAyPGKAfkdd6P2vrtDcC6fI%2BC3OQr1r2%2BjnAxFBunIqJpj0bLZ7o59OJSpgu29FALyBNSC8qcxxM3TXMPrAJVPx99NtvSypkgAb9n3XMaTjV0KGsiM1SONUrlc8x6MvanfjjIpwqPPARQLHZ53pZoRi7YTLEyuBxVZz7RnMjHJVRPT55QtMFh43929kHzkdwdQZkF/%2BrCAFa1r6yHpTO7Q0nefxKAwcnZGP5if0uNNVLzr3llNaiI12yeKGF3xMvHMRnt0wNjbXcJ0pYLitMZD6Yc7gwf/0oWB9nfsDPfjMu5DUgLfLFvHrQCmmmSosqfZ5i5XW%2BwmCuRA4Xm6yq2l9QyVklZRJuq8ym/qjRHanB9KnHoA5eT3ocTYKQwRy0XXLkget9ryAcMKvkmuoMZQ7ATdfRrjh09LSsDA5Iw7EUvVQ3OfeyJzjBZZFjeU%2BwLqVUyrlvl9hLiFEEpMwNAXKtihpAJvyacA1h0S1hK93gQA1iz2Z1yA9NvPZV3yJwM0l/K%2Bhb5Yv10N3Rzm8TNuRO6aIzjP%2Bov4jgWa9fjtOPPAFlejRPomKYeL/Q2tgZWMaDl4Qyhx3MfHJemEX9vvqIL%2BV5Z0mXKy/2IqqsijPpfgXwMOpPBAEWzpWnXb2GOMyVLbLuewNwIsY7/xhJWyUt9ANQniLwpOoZQv9ymZIABjqea28yYgJNAOJTZXNQw8mdcxDka1/2fk6UQZC%2BE1UsvIWWdVct9K9ZhglLZ3Fdrp/FH7GW0DCw9GSo7AnVThuQmQBnx191aL8TQG6hxhwEirpNJDGibMt6w7DcDJ7lXcWCaPDHSOKMLUMp/nR%2BvFaBOHpWqTiDLXJJNerAWdZBIuzJAGAsZ7C%2BthjhX/Qds1lUfkdMZCEh57Thh36VdDs9X%2B8MWU8j3gZQh/TemSPfQfdkRrL8G2o7ForPB204fekfzieCaluE8P2UmvocMyh1nb/0Ec%2BMkl20Uc9cWGbXLCZTQ4LnB1emcT00qxGInrwRDMm1dq/3YCQlcj60cq2yxwb5kr6%2Bbry7uVc0u1TgDxjNfkpi0RVLlDqZ9MHm1Tbd0sD4t/uF3mqTZrc9ir34nHfY2WRuL6D/pPl%2B9hd5ULuAzYfVyTQo4Ap8ByEEOy%2BC3wh%2BsCm16O3ZkZ1WMJtx2%2BQkIEx5P8kc1ycxJTlpY&continue=https://www.google.com.tw/?pli%3D1&dbus=TW","Google","1688104810","1","1688104810"
ï»¿"28","https://accounts.google.com.tw/accounts/SetSID?ssdc=1&sidt=ALWU2csSRDyVRyPzSebOO3KppJAyqpf2KcXuW9J4okg2KvZyRmo7AiIj7ljQMa4n/dw4dC5f/MsHFbJzMp6DZhuEL4RbKmJuxpW7P1g175ff693VC3mCECwSZTW/2ibrIxxYWRtLIrEqQ2qsIc1L9iyf%2BsfrIl4iGAVIapeiC75%2Bk7eSnKlf5aOZ5alOJovlElmQfNQ0tUJ4eGgRiznDxlo%2BC0UU88MRF4nily8K4ctPTnP%2Bym07xY2FVy2nEAt1%2BfrzAzkulYYoyBMi6oXLO9fnrJYfSF4haMUCvDXz4uxo3LCJp0JO3wESoJdrjKkGpC%2BMb5slycWb99%2BRFwLjkCdFShPZumCtDDHKjnX71irHGrDm2FT1thMa6UoV/GIqzmsIX/rD0gKqU%2B8/CVLGNVbBcfTLj7oCNMK3IiyroGaL2fWr8ZSWV2yt9ehCNkPRZ4uDXLYP6MoylgpevmkoR8nKbLK3RtAv8Rlog2iqe0Fsx8K4mp4IJp4LV6rxMpgLg6LoFxF52T7vkQ9sBtdkWMMFNW81sZLbihE4%2BNFMSuA1e74mjCuWoD7DniZ%2BugY84A3vAguHfRq4f/jctcgPD1hHy73YUsqXgHKkSGDMRZZ3I%2ByeA5M2wAuQ/ayMNFz8xQv608abi%2BzH6XjjMkmZkCYMjqNBtZ4MIPHcaxiCtWOYreBQKE6usr1greRS3f92BwmVmYKoHeDZejD9yckNGwYvdwkZnPDOZ8zI4yltrEdsduRI8VW4R86MnlHCIJh0PJeqERuU8apRj7%2BTJr2Lm0xla8IvqaxbETGRyfuanz0wiK7tHEr4Nyr2y5QIA%2BidMyL/Hvg2S7TcFsGLMAa%2BHnSwUJfppiZPPdbeu2ABeEOmN7rPCq2HvxEaxe9qm5%2BEYnymZrMnfR1kcmQs5vwRh0vrqSddiVJyiWpRA%2BXOH7hP/BvuyhEBltajSB3NLOj7CtA03kp%2BoVowiSligS8%2BNRq7SGCTmn72ahHK93deKLQci10oGH8yZVzMr11pykLq0RmYhURrvl2yN%2BUANBZ24byoSzzeVD87JTvaVRMpddv%2B3I6tp0SyOKHlVfJM%2BoNdzH3%2BW%2BG5GUUef0XsI8wugXRmUwH%2BGCpUyPdfCLdaPLnMZT6%2B1F1pXxfCKL6wO%2BhyvPGjb11X5DDoDnHwEh0GsxbwqFCuS6Afe6fJgCkvN16%2BGRQtjCbVZlHJLYExP7JOGAIfFeO0%2BrMYhi38fJlZEQKTpVtDyxrdxUlS9zDQngqFnlIhAedhZBdKW2tnfU0a7kzeUR0qBjz8vHEX9mRvJ91NmndoSvBIoOpqXQFLw7nd9tmRxFilaUSmKkWN60fDku1Vk9ApoEFZf74FnXbT3v8M8O7PVJ4bxlwCatFdjypI33GQpejFF6e49W68DyLUE1kea%2BQP4BpGpojvaKUUCFwbHalXGzREJ7Wzk3Mtpg8dBtjcGjNZbzlXxDOXeDf63fL%2BitZnXel2h2o1pqhulHHuvjCrrqapIyaInE8ajNnh/1/U7hZfcyv%2B2N970tnzDuZfb8YuAaKl5dr%2B6Lo%2BkGZ9Wnn7MSTBNXAhfT5cGh1iY6%2B0R1%2ByjzzUJ/7ymOjkIoMKtURGfkBc5hc8pL7gDvFwDygvnTkc/6xdxU81tkoX5FgAeRP68JZoZCEL2Q%2BZZ%2BJrjsSEyS%2BgrraYH0RR14n7k5bCGAortAZ0TY%2BAMH0foNUZUgHrZljPZThR9q54PJZlujlrDtJFR%2BlV3EH3ry0tXxeZ2aQ/fMlTOU3CwO9TjF7FI8S7CnAOcIiM4iOfTXztJJyNwXtXUGFV3C4J7H/E48lp9IqjlTGMVMYprGkSxYQDinvdPdtUhD6odnblCNAfBvyqj2y7&continue=https://www.google.com.tw/?pli%3D1","Google","1688104810","1","1688104810"
ï»¿"29","https://www.google.com.tw/?pli=1","Google","1688104810","2","1688104810"
ï»¿"30","https://www.google.com.tw/?pli=1","Google","1688104810","2","1688104810"
ï»¿"31","https://drive.google.com/?authuser=0","Google ¶³ºÝµwºÐ","1688104816","3","1688630993"
ï»¿"32","https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&osid=1&continue=https://drive.google.com/?authuser%3D0&followup=https://drive.google.com/?authuser%3D0&emr=1&authuser=0","Google ¶³ºÝµwºÐ","1688104816","1","1688104816"
ï»¿"33","https://drive.google.com/accounts/SetOSID?authuser=0&continue=https://drive.google.com/?authuser%3D0%26pli%3D1&osidt=ALWU2csO6OvKFgl8YH5KXeDWe-c4v60HHxsNef3NTPARTXymewe7AjweDMGDw17L_4ojqC-Y-uP0ZSJG24yCmAR2OgmVoNXoruTQG7fSm1qaifrd5l_AwMff9945GpuLOhFC2s1LK64nxi0LsqZ17FDbk3jjOh49I2JBBRgueA9k2ZTY-U--ubT0RjnNrk0NOsJTCDIdFWD7obZKU4LRIYfsqcvwZSwjSmfUhpEEhCwNPTMfxgMa418&ifkv=AeDOFXjgdQY3HE64XWaCbpllu0BOigLbsOPzNeIZAJHPjGzqYW7XYTzcf_zwhBa82nPjr-td6oFE","Google ¶³ºÝµwºÐ","1688104816","1","1688104816"
ï»¿"34","https://drive.google.com/?authuser=0&pli=1","Google ¶³ºÝµwºÐ","1688104816","1","1688104816"
ï»¿"35","https://drive.google.com/drive/?pli=1","Google ¶³ºÝµwºÐ","1688104816","2","1688104817"
ï»¿"36","https://drive.google.com/drive/?pli=1","Google ¶³ºÝµwºÐ","1688104817","2","1688104817"
ï»¿"37","https://drive.google.com/drive/","Google ¶³ºÝµwºÐ","1688104817","3","1688630993"
ï»¿"38","https://drive.google.com/drive/my-drive","§Úªº¶³ºÝµwºÐ - Google ¶³ºÝµwºÐ","1688104818","7","1688630994"
ï»¿"39","https://drive.google.com/drive/shared-drives","¦@¥Î¶³ºÝµwºÐ - Google ¶³ºÝµwºÐ","1688104821","3","1688630998"
ï»¿"40","https://drive.google.com/drive/my-drive","§Úªº¶³ºÝµwºÐ - Google ¶³ºÝµwºÐ","1688104824","7","1688630994"
ï»¿"41","https://drive.google.com/drive/my-drive","§Úªº¶³ºÝµwºÐ - Google ¶³ºÝµwºÐ","1688104833","7","1688630994"
ï»¿"42","https://drive.google.com/drive/my-drive","§Úªº¶³ºÝµwºÐ - Google ¶³ºÝµwºÐ","1688104833","7","1688630994"
ï»¿"43","https://drive.google.com/drive/my-drive","§Úªº¶³ºÝµwºÐ - Google ¶³ºÝµwºÐ","1688104833","7","1688630994"
ï»¿"44","https://www.bing.com/search?q=google&form=ANNTH1&refig=4b7a897168534f109659e10307f17445","bing.com/ck/a?!&&p=e1e5dc4230951c6bJmltdHM9MTY4Nzk5NjgwMCZpZ3VpZD0yMzU0ZWFiNi0zNjYxLTY4NTYtMjAxZi1mOWY2MzI2MTZlNDEmaW5zaWQ9NTE4NA&ptn=3&hsh=3&fclid=2354eab6-3661-6856-201f-f9f632616e41&psq=google&u=a1aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS50dy8&ntb=1","1688105195","3","1688105434"
ï»¿"45","https://www.bing.com/ck/a?!&&p=e1e5dc4230951c6bJmltdHM9MTY4Nzk5NjgwMCZpZ3VpZD0yMzU0ZWFiNi0zNjYxLTY4NTYtMjAxZi1mOWY2MzI2MTZlNDEmaW5zaWQ9NTE4NA&ptn=3&hsh=3&fclid=2354eab6-3661-6856-201f-f9f632616e41&psq=google&u=a1aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS50dy8&ntb=1"," ","1688105198","3","1688105434"
ï»¿"46","https://www.bing.com/search?q=google&form=ANNTH1&refig=4b7a897168534f109659e10307f17445","bing.com/ck/a?!&&p=e1e5dc4230951c6bJmltdHM9MTY4Nzk5NjgwMCZpZ3VpZD0yMzU0ZWFiNi0zNjYxLTY4NTYtMjAxZi1mOWY2MzI2MTZlNDEmaW5zaWQ9NTE4NA&ptn=3&hsh=3&fclid=2354eab6-3661-6856-201f-f9f632616e41&psq=google&u=a1aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS50dy8&ntb=1","1688105198","3","1688105434"
ï»¿"47","https://www.google.com.tw/","Google","1688105198","11","1691646450"
ï»¿"48","https://www.google.com.tw/search?q=go+windows+%E5%AE%89%E8%A3%9D&sxsrf=APwXEdeDMSxs0NtEZLH5dEOA-_fpJq8ahQ%3A1688105197708&source=hp&ei=7XCeZM79KNjn-Qao6Z6QCQ&iflsig=AOEireoAAAAAZJ5-_cpw3JhFvtShc6o1kGj7eQynY6A-&oq=go+windows&gs_lcp=Cgdnd3Mtd2l6EAEYAjIFCAAQgAQyBQgAEIAEMgUIABCABDIICAAQgAQQywEyCAgAEIAEEMsBMggIABCABBDLATIICAAQgAQQywEyCAgAEIAEEMsBMggIABCABBDLATIICAAQgAQQywE6BwgjEOoCECc6BwgjEIoFECc6DAgjEIoFEBMQgAQQJzoRCC4QgAQQsQMQgwEQxwEQ0QM6CwgAEIAEELEDEIMBOgsILhCDARCxAxCKBToHCAAQgAQQCjoICAAQgAQQsQM6CwgAEIoFELEDEIMBOhEILhCABBCxAxCDARDHARCvAToFCC4QgAQ6DgguEIAEEMcBEK8BEMsBUJgHWNUSYOMmaAFwAHgAgAGIAYgB7ASSAQM5LjGYAQCgAQGwAQo&sclient=gws-wiz","go windows ¦w¸Ë - Google ·j´M","1688105204","3","1688105558"
ï»¿"49","https://www.google.com.tw/search?q=go+windows+%E5%AE%89%E8%A3%9D&sxsrf=APwXEdeDMSxs0NtEZLH5dEOA-_fpJq8ahQ%3A1688105197708&source=hp&ei=7XCeZM79KNjn-Qao6Z6QCQ&iflsig=AOEireoAAAAAZJ5-_cpw3JhFvtShc6o1kGj7eQynY6A-&oq=go+windows&gs_lcp=Cgdnd3Mtd2l6EAEYAjIFCAAQgAQyBQgAEIAEMgUIABCABDIICAAQgAQQywEyCAgAEIAEEMsBMggIABCABBDLATIICAAQgAQQywEyCAgAEIAEEMsBMggIABCABBDLATIICAAQgAQQywE6BwgjEOoCECc6BwgjEIoFECc6DAgjEIoFEBMQgAQQJzoRCC4QgAQQsQMQgwEQxwEQ0QM6CwgAEIAEELEDEIMBOgsILhCDARCxAxCKBToHCAAQgAQQCjoICAAQgAQQsQM6CwgAEIoFELEDEIMBOhEILhCABBCxAxCDARDHARCvAToFCC4QgAQ6DgguEIAEEMcBEK8BEMsBUJgHWNUSYOMmaAFwAHgAgAGIAYgB7ASSAQM5LjGYAQCgAQGwAQo&sclient=gws-wiz","go windows ¦w¸Ë - Google ·j´M","1688105205","3","1688105558"
ï»¿"50","https://willh.gitbook.io/build-web-application-with-golang-zhtw/01.0/01.1","Go ¦w¸Ë - ¨Ï¥Î Golang ¥´³y Web À³¥Îµ{¦¡","1688105206","2","1688105209"
ï»¿"51","https://willh.gitbook.io/build-web-application-with-golang-zhtw/01.0/01.1","Go ¦w¸Ë - ¨Ï¥Î Golang ¥´³y Web À³¥Îµ{¦¡","1688105209","2","1688105209"
ï»¿"52","http://golang.org/dl/","All releases - The Go Programming Language","1688105219","1","1688105219"
ï»¿"53","https://golang.org/dl/","All releases - The Go Programming Language","1688105219","2","1688105578"
ï»¿"54","https://go.dev/dl/","All releases - The Go Programming Language","1688105219","2","1688105578"
ï»¿"55","https://www.bing.com/ck/a?!&&p=e1e5dc4230951c6bJmltdHM9MTY4Nzk5NjgwMCZpZ3VpZD0yMzU0ZWFiNi0zNjYxLTY4NTYtMjAxZi1mOWY2MzI2MTZlNDEmaW5zaWQ9NTE4NA&ptn=3&hsh=3&fclid=2354eab6-3661-6856-201f-f9f632616e41&psq=google&u=a1aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS50dy8&ntb=1"," ","1688105434","3","1688105434"
ï»¿"56","https://www.bing.com/search?q=google&form=ANNTH1&refig=4b7a897168534f109659e10307f17445","bing.com/ck/a?!&&p=e1e5dc4230951c6bJmltdHM9MTY4Nzk5NjgwMCZpZ3VpZD0yMzU0ZWFiNi0zNjYxLTY4NTYtMjAxZi1mOWY2MzI2MTZlNDEmaW5zaWQ9NTE4NA&ptn=3&hsh=3&fclid=2354eab6-3661-6856-201f-f9f632616e41&psq=google&u=a1aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS50dy8&ntb=1","1688105434","3","1688105434"
ï»¿"57","https://www.google.com.tw/","Google","1688105434","11","1691646450"
